Seleção,ID_Usuário,Título,Data,Postagem,PRU/N-PRU,Tipo de PRU,Polaridade,Funcionalidade,,Elogio,Ajuda,Crítica,Dúvida,Comparação,Sugestão,Positivo,Negativo,Neutro
,8690,,20/7/2011,"Mozart clica na opção ensino, depois consultar turmas em seguida coloca oferta 2011.2 e o curso que você deseja saber os horários depois é só fazer a matrícula pelo código da disciplina ou nome do docente.",PRU,Ajuda,Neutro,Visualizar Horários,,0,1,0,0,0,0,0,0,1
,12480,,20/7/2011,"REALMENTE, PENSE NUM SISTEMA RUIM, AGORA ELEVE AO QUADRADO, MULTIPLIQUE POR MIL, E ASSIM AINDA FICA MUITO RUIM, O PIOR SISTEMA",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,8854,,20/7/2011,"Chris, também estou com o mesmo problema, cursei 148 créditos e o sistema informa que cursei apenas 105.
:(",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,15128,Choque de horário,20/7/2011,Alguém pode me dizer o que se faz quando há choque de horários de disciplinas obrigatórias do mesmo semestre? Será que é erro do sistema?,PRU,Dúvida,Negativo,Matrícula,,0,0,0,1,0,0,0,1,0
,15434,,20/7/2011,"Sei que não é culpa do Pablo nem da professora Iracema, nem de qualquer outro professor, mas esse Siga é Insano. Me perdoem, mas ele é ridículo. Lento mesmo sem estar congestionado, abre apenas no mozila firefox, os horários são em forma de código. Que melhoria queriam fazer nisso? Até agora eu e quase todos não vimos nada de melhor aqui.",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,23928,,20/7/2011,"o sistema  erro na hora de distribuir as disciplina na semana, estou matricula em duas carteira de segunda. quarta e sexta  sendo no primero horario e no segundo , ou seja , a segunda-feira no priemiro hprário está vazia. esse sestema precisa ser  analizado.....",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,24373,,20/7/2011,"Os teóricos da informação, desse sistema, pelo menos deveriam colocar ao lado uma legenda..rsrsrs",PRU,Sugestão,Neutro,Visualizar Horários,,0,0,0,0,0,1,0,0,1
,27802,"Alunos com ""Termo de Ciência""",20/7/2011,"Atingi o limite de reprovações por frequência há certo tempo atrás e, conforme regimento, assinei o Termo de Ciência, onde declara-se conhecimento de que, durante o restante do curso, qualquer outra reprovação por falta implica em jubilação, fazendo-me comparecer, rigorosamente, às aulas.
No último semestre, consegui aprovação por média e frequência em todas as cadeiras que cursei, mas, ao tentar ""Realizar Matrícula"" no novo sistema, deparei-me com a seguinte mensagem:

""O limite de reprovações por frequência foi excedido. (Resolução 12/CEPE de 19/06/2008)""

Desconfio que o sistema não esteja considerando alunos que tem o Termo de Ciência assinado. Alguém pode me ajudar?

Obrigado pela atenção de quem leu!
Um forte abraço!",PRU,"Crítica, Dúvida",Neutro,Matrícula,,0,0,1,1,0,0,0,0,1
,21935,,20/7/2011,"Encontrei os horários! Agora eu não consigo matricular pq ele ta dizendo que eu não tenho pre requisitos, sendo que eu já fiz tudo! Só falta desenho informatizado e pesquisa em moda, mas o sistema não deixa eu matricular! ¬¬",PRU,Crítica,Negativo,Matrícula,,0,0,1,0,0,0,0,1,0
,23451,,20/7/2011,"Olá Lucélia ,pra saber as disciplina do semestre você vai em ensino- estrutura curricular-preenche o nome do curso--preenche o currílo que no nosso caso é 2007.1 . Ô negócio complicado  as novas tecnologia estão mudando nossa vida  e nesse caso a UFC mudou pra pior",PRU,Ajuda,Neutro,Visualizar Disciplinas,,0,1,0,0,0,0,0,0,1
,21159,,20/7/2011,Posso reverter a matrícula institucional?,PRU,Dúvida,Neutro,Matrícula,,0,0,0,1,0,0,0,0,1
,11406,"Não consigo editar o CPF, que sumiu.",20/7/2011,"Há um problema na atualização dos dados cadastrais, por conta do campo do CPF estar vazio. Não há como atualizar os dados sem o CPF.",PRU,Crítica,Neutro,Atualização de dados,,0,0,1,0,0,0,0,0,1
,13020,Como incluir outras disciplinas?,20/7/2011,"Estou querendo incluir mais uma disciplina optativa, que não está sendo sugerida para mim. Por exemplo: queria saber o horário e quem é o professor de Oficina de Construção de Instrumentos, para poder incluir na minha matrícula. Já tou com dor de cabeça de tanto procurar... Helppp!!!",PRU,Dúvida,Negativo,Matrícula,,0,0,0,1,0,0,0,1,0
,20987,,20/7/2011,"olá pessoal. estou com muita dificuldade pra conseguir fazer minha matricula. e que eu ainda não consegui pegar esse esquema do horario e ainda mais eu tentei usar esse progama que disponibilizaram ai e não foi feliz. 
cara ta complicado.
vlw........................",PRU,Crítica,Negativo,Matrícula,,0,0,1,0,0,0,0,1,0
,10650,,20/7/2011,Adorei a matemática do SIGAA,PRU,Elogio,Positivo,-,,1,0,0,0,0,0,1,0,0
,11233,,20/7/2011,"Estou com o mesmo problema da Carol. É o segundo semestre enfrentando problemas sem ter reprovado nada. Que raiva!!! E o sistema diz que tenho 57% do curriculo integralizado, quando só me faltam duas disciplinas. Ai, ai...já sabia que esse sigaa seria um problema...",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,13217,,20/7/2011,Como eu faço para saber os horários das turmas?,PRU,Dúvida,Neutro,Visualizar Horários,,0,0,0,1,0,0,0,0,1
,15677,,20/7/2011,"Odiei :)
",PRU,Crítica,Negativo,,,0,0,1,0,0,0,0,1,0
,25969,,20/7/2011,Alguem sabe como posso fazer minha matricula se so me oferecem disciplinas que ja fiz? e ainda mais so tem teoria economica para me fazer!,PRU,Dúvida,Neutro,Matrícula,,0,0,0,1,0,0,0,0,1
,30147,NÃO TENHO ACESSO AO MENU,20/7/2011,"AO ACESSAR O NOVO SISTEMA, NÃO HÁ DISPONÍVEL PARA MIM ACESSO A MENU (ENSINO, HISTÓRICO, ETC) QUE FICA DO LADO ESQUERDO SUPERIOR DA TELA. NÃO TENHO COMO ACESSAR MINHAS NOTAS, FALTAS, FAZER/VIZUALIZAR MATRÍCULA, ETC. A ÚNICA COISA QUE POSSO FAZER É VISIALIZAR MEUS DADOS PESSOAIS, E O FÓRUM. FAVOR RESOLVAM ESSE PROBLEMA O MAIS BREVE.",PRU,Crítica,Negativo,"Visualizar Notas, Visualizar Histórico, Matrícula",,0,0,1,0,0,0,0,1,0
,11362,MUDANÇA DE HABILITAÇÃO,20/7/2011,Mudei minha habilitação de português espanhol para português literaturas no semestre passado. Semana passada eu olhei o sigaa já tava mudado mas na hora da matrícula permanece como espanhol e eu não consegui me matricular nas disciplinas obrigatórias só do português... o q faço?,PRU,Dúvida,Neutro,Matrícula,,0,0,0,1,0,0,0,0,1
,27638,,20/7/2011,como faz a matricula on-line? ;/,PRU,Dúvida,Neutro,Matrícula,,0,0,0,1,0,0,0,0,1
,27638,,20/7/2011,como fa pra saber os horarios e as disciplinas? inferno de sistema ;@,PRU,"Dúvida, Crítica",Negativo,"Visualizar Disciplinas, Visualizar Horários",,0,0,1,1,0,0,0,1,0
,26977,Habilitações e optativas,20/7/2011,"Alguem sabe aonde encontro a lista das cadeiras optativas e habilitações, porque na matricula on line aparece todas como sendo optativas.",PRU,Dúvida,Neutro,Visualizar Disciplinas,,0,0,0,1,0,0,0,0,1
,28953,,20/7/2011,IDEM. Odiei.,PRU,Crítica,Negativo,,,0,0,1,0,0,0,0,1,0
,12678,,20/7/2011,"Se as pessoas que desenvolveram o Sigaa queriam espalhar o pânico, o caos, o terror e a discórdia sobre a superfície da Terra, conseguiram!!! ^^",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,19256,,20/7/2011,"Estou em situação semelhante a Thamara e a Rosilene. Tentei ligar várias vezes hoje para a coordenação e nada de atenderem. Estou pretendendo ir lá pela manhã. Esse erro no sistema é MUITO GRAVE pois nos impede, simplesmente, de efetuar nossa matrícula.",PRU,Crítica,Negativo,Matrícula,,0,0,1,0,0,0,0,1,0
,12845,,20/7/2011,"É UMA FALTA DE COMPETÊNCIA.
SÃO VÁRIOS ERROS ABSURDOS. ESSE NEGÓCIO DE O SITEMA IR SE ADAPTANDO É PAPO FURADO! UM SISTEMA DE UMA INSTITUIÇÃO FEDERAL NÃO ERA PARA TER ESSA QUANTIDADE DE ERRO. PARECE QUE OS PROGRAMADORES FAZEM ISSO NAS COXA.
ESSA SITUAÇÃO ME FAZ RECORDAR AS NOTÍCIAS ATÉ POUCO TEMPO NA IMPRENSA SOBRE A FACILIDADE COM QUE RACKERS ENRTAM NOS SISTEMA DO GOVERNO.",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,25238,,20/7/2011,Só eu não estou conseguindo me matricular? Aparece um aviso que eu já estou matriculado ou já paguei as respectivas cadeiras. Nenhum dos dois é o caso.,PRU,Crítica,Neutro,Matrícula,,0,0,1,0,0,0,0,0,1
,12678,,20/7/2011,"Agora falando sério... Estou achando muito confuso descobrir os horários das disciplinas. Como faço?
",PRU,Dúvida,Negativo,Visualizar Horários,,0,0,0,1,0,0,0,1,0
,20247,,20/7/2011,Odiei tbm >.<''',PRU,Crítica,Negativo,,,0,0,1,0,0,0,0,1,0
,27228,,20/7/2011,"Cazuza, recebi um email hoje (20/7) às 14h, to copiando abaixo, acho que esclarece um pouco sua dúvida. abraço

Caro ingressante,

os alnuos ingressantes na UFC em 2011.2 não necessitam acessar o SI3/SIGAA para realizar sua matrícula, pois a mesma será feita automaticamente pelo sistema, estando disponível para verificações no SI3/SIGAA a partir do dia 25 de Julho (Segunda-feira).

Você poderá imprimir seu comprovante de matrícula, após login no sistema, seguindo o caminho ""Portal do Discente -> Ensino -> Atestado de Matrícula"".

As coordenações dos cursos estão cientes.
Em caso de dúvidas, procurar a coordenação do seu curso.

=====================================================
Universidade Federal do Ceará (UFC)
Secretaria de Tecnologia da Informação (STI)
Divisão de Sistemas de Informação (DSI)",PRU,Ajuda,Neutro,Ver Comoprovante de Matrícula,,0,1,0,0,0,0,0,0,1
,30535,Sobre a matrícula,20/7/2011,"Gostaria de saber como realizar as matrículas para o 2011.2 e se tem como dividi-las por semestre como era no modulo academico... Esse SIGAA que implataram é muito confuso e nao consigo achar como faze-la.
Agradeço desde ja!",PRU,"Dúvida, Crítica",Negativo,Matrícula,,0,0,1,1,0,0,0,1,0
,28357,,20/7/2011,"Isso é um absuuuuuuuuuuuuurdo!!!!!!!!!!!
Eu quero saber como eu faço para saber o horario das disciplinas ofertadas, no link que eu deveria ver não mostra. E como é que eu deixo salvo minhas escolhas sem efetivar minha matricula? gente que palhaçada viu!


Gente, que eu faço????",PRU,"Crítica, Dúvida",Negativo,Matrícula,,0,0,1,1,0,0,0,1,0
,21479,,20/7/2011,"ô confusão esse SIGAA, eu tbm nao conseguia me matricular pq tava dando q eu ja tinha feito as cadeiras e tal.. ai fui na coordenação hj ai disseram q as matriculas iam ser feitas manualmente ai avisei pra minha turma e alguns foram fazer... ai quando entro no site agora  a noite consegui me matricular.. ai ai ai
heuioaheiau",PRU,Crítica,Negativo,Matrícula,,0,0,1,0,0,0,0,1,0
,30602,Qual o nome do próxim sistema matricular,20/7/2011,"Pq o sistema de matrículas da UFC muda tanto? Tem alguém ganhando dinheiro com isso? matrícula on-line ,Sofia, módulo acadêmico, Sigaa...",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,15380,SIGAA OU MODULO? QUAL O MENOS PIOR?,20/7/2011,"Olá pessoal. O motivo de vim aqui é o desrespeito que sinto em vê os que fazem a gestão da UFC um lugar onde a antidemocracia predomina. Sei que ele pensaram em melhorar nossas vidas com este SIGAA, mas tudo agora se tornou pior. Desde a consultar uma simples nota ou histórico até a fazer a matricula. O Sofia era Ruim, o Módulo tinha sua falhas, mas o SIGAA é um fracasso total em todos aspectos, pois tudo se torna mais do que 'burocrático', pois devia haver uma disciplina de como usar o SIGAA. Pois tudo é completamente complicado! Antes com o módulo poderiamos fazer a matricula de uma forma simples, olhando horários, turmas, turno e muito mais sem ter muitos problemas. Mas com o SIGAA, primeiro você tem que reservar no mínimo duas horas pra resolver tudo, pois existe um manual muito complicado a ser estudado. E isto ainda depende, pois ele vive em manutenção. O que quero aqui é fazer um manifesto de insatisfação com este SIGAA. Pois deveriam consultar o corpo docente e discente de qual é o melhor sistema (SIGAA ou MÓDULO). Não queremos um sistema que siga as tendências das ferramentas sociais como facebook ou orkut. Acho que os dois sistema poderia ser mantido no ar, pois assim, quem se sente melhor com o MÓDULO poderia usar só esta ferramenta, assim também poderia ocorrer com os que tem preferência pelo o SIGAA. Mas acredito que a grande maioria prefere o MÓDULO, pois escuto de vários estudantes suas insatisfações diante do SIGAA. Ou então poderia o estudante escolher qual o sistema que ele utilizará durante a sua vida academica. Pessoal manifeste aqui sua opinião!!! 
Pra ser sincero queria assinar virtualmente um abaixo assinado contra este sistema (SIGAA).

Atenciosamente Francisco Moraes",PRU,"Crítica, Comparação",Negativo,-,,0,0,1,0,1,0,0,1,0
,22477,,20/7/2011,Concordo plenamente...temos q ler um manual para realizar a matricula. Sem falar na dificuldade existente em decifrar códigos para entendermos os turnos e horários das disciplinas. Quero o modulo de volta...vamos segir em frente com esse ato,PRU,"Crítica, Comparação",Negativo,Matrícula,,0,0,1,0,1,0,0,1,0
,28925,,20/7/2011,"É impressionante que ainda haja seres humanos que dificultem a vida dos outros, ao invés de facilitar...
Afinal de contas, o módulo acadêmico não servia maravilhosamente bem às finalidades para as quais foi desenvolvido? Ah, é verdade... Mundus vult decipi (o mundo quer ser enganado) §8-(",PRU,"Crítica, Comparação",Negativo,-,,0,0,1,0,1,0,0,1,0
,29483,,20/7/2011,"Onde consigo ver quais são as cadeiras-horarios que vou fazer?
Já que passei pra 2011.2, ja tow matriculado automaticamente neh?

Esse SIGAA eh uma grande merda, na primeira vez q 
matriculei na UFC, em 2009, logo na matricula o povo dava
um comprovante de matricula com horarios e cadeiras, agora 
mais nem isso, q merda =P",PRU,"Dúvida, Crítica",Negativo,Matrícula,,0,0,1,1,0,0,0,1,0
,28925,,20/7/2011,"É impressionante que ainda haja seres humanos que dificultem a vida dos outros, ao invés de facilitar...
Afinal de contas, o módulo acadêmico não servia maravilhosamente bem às finalidades para as quais foi desenvolvido? Ah, é verdade... Mundus vult decipi (o mundo quer ser enganado) §8-(",PRU,"Crítica, Comparação",Negativo,-,,0,0,1,0,1,0,0,1,0
,28925,,20/7/2011,"É impressionante que ainda haja seres humanos que dificultem a vida dos outros, ao invés de facilitar...
Afinal de contas, o módulo acadêmico não servia maravilhosamente bem às finalidades para as quais foi desenvolvido? Ah, é verdade... Mundus vult decipi (o mundo quer ser enganado) §8-(",PRU,"Crítica, Comparação",Negativo,-,,0,0,1,0,1,0,0,1,0
,13531,,20/7/2011,"cara decifrar horários deveria ser mais prático! por isso criaram o aplicativo que mandei antes. 

o lado positivo desse novo sistema é que posso consultar disciplinas de outros cursos sem precisar ir várias vezes nas coordenações pedir codigo e horarios.",PRU,Elogio,Positivo,Visualizar Disciplinas,,1,0,0,0,0,0,1,0,0
,13531,,20/7/2011,"Ana Maria tbm tive duvidas sobre confirmar as disciplinas sem fechar a matricula.

outra coisa boa do SIGAA podemos confirmar a matricula e altera-la até o ultimo dia de matricula.


beleza?",PRU,Elogio,Positivo,Matrícula,,1,0,0,0,0,0,1,0,0
,10156,,20/7/2011,"Além disso Bea,

no sistema foram ofertadas para mim.

Língua brasileiras de sinais e LIBRAS, como sendo duas disciplinas.

ora porra, não são a mesma coisa?

¬¬",PRU,Crítica,Negativo,Matrícula,,0,0,1,0,0,0,0,1,0
,25200,,20/7/2011,"Everton, esse aí é uma espécie de código que indica o horário e o dia das suas aulas. Esse link aí em baixo vai te ajudar a entender melhor, eu acho.
http://www.sti.ufc.br/images/stories/arquivos/manuais_si3/si3-sigaa_tabela_de_horarios_da_graduacao.pdf
Espero ter ajudado, porque, realmente, esse SIGAA tá complicado de entender.",PRU,"Ajuda, Crítica",Neutro,Visualizar Horários,,0,1,1,0,0,0,0,0,1
,25025,,20/7/2011,"Também concordo com as críticas dos colegas. Não entendo o motivo da necessidade de se criar códigos, onde está a melhoria? até o presente momento não tive êxito em efetivar a minha matrícula, só me deparo com empecilhos neste sistema, terei que tentar em outro dia. Já gastei mais de duas horas em tempo e dinheiro na lanhouse. O Módulo Acadêmico era bem mais simples, prático, rápido e acessível financeiramente a quem não tem internete em casa. Espero que este ato ganhe a adesão de mais colegas e que as críticas e  as insatisfações provoquem uma mudança de postura por parte da gestão desta conceituada instituição. O único ponto positivo deste sistema é este forum, onde podemos expresar a nossa revolta e insatisfação e conclamar a todos para exigir melhorias.",PRU,"Crítica, Comparação, Elogio",Negativo,Visualizar Horários,,1,0,1,0,1,0,0,1,0
,20506,,20/7/2011,"Caro Professor e cooredenador Casimiro fiz hoje a matricula porem quando fui ver a solicitação la consta que não a nenhuma solicitação, e agora??????????",PRU,"Crítica, Dúvida",Neutro,Matrícula,,0,0,1,1,0,0,0,0,1
,13020,,20/7/2011,"E onde é que eu vejo, Gerardo, as disciplinas optativas, fora essas que são oferecidas pra mim? Ou só posso incluir essas? Posso me matricular em Introdução à Pesquisa em Música? E Arranjo Musical I? E Pedagogia de Paulo Freire? Agradeço se puder me dizer se posso ou não e os horários... Tou dependendo disso pra confirmar minha matrícula. Abraço!",PRU,Dúvida,Neutro,"Visualizar Disciplinas, Matrícula",,0,0,0,1,0,0,0,0,1
,19594,,21/7/2011,"Siceramente mesmo? Eu to com muitas saudades do Modulo Academico,pensei que isso aqui fosse ajudar e so vejo complicações,codigos e cansaço no ato da matricula mesmo sendo online.",PRU,"Comparação, Crítica",Negativo,Matrícul,,0,0,1,0,1,0,0,1,0
,19594,,21/7/2011,"Isso daqui ta parecendo carro velho,so quem sabe mexer é o dono.",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,10996,,21/7/2011,"Porém no módulo não havia choque nas disciplinas obrigatórias, como no SIGAA estar tendo.",PRU,"Comparação, Crítica",Negativo,-,,0,0,1,0,1,0,0,1,0
,4096,Disciplinas anuais encerradas,21/7/2011,"Caros,

Como alguns de vocês já perceberam, houve um erro no sistema e todas as disciplinas anuais se encontram encerradas. O STI já está sabendo do problema e estamos aguardando a correção desse erro.

Atenciosamente,

Hilma",PRU,Crítica,Neutro,Disciplinas anuais,,0,0,1,0,0,0,0,0,1
,12835,,21/7/2011,"Pois é galera, esse novo sistema tá complicado. Mas eu até gostei dele sabia?! tendo em vista que os outros sistemas (modulo academico e sofia) sempre passavam por esses problemas, seja lotado demais, seja erros com as matriculas de certas disciplinas etc.
Acho q a discussão aqui refere-se muito ao Novo. É o novo que incomoda! Mas eu até vejo q quando isso aqui entrar no tranco, é possível q vire uma rede social da vida. E a galera começa a ""pagar pau""...

A pressão deve ser feita para os profissionais do NPD. Afinal eles que comadam os passos por aqui.

é isso!! boa sorte nesse ""trabalho"" de decifrar o SIGAA.",PRU,"Elogio, Crítica",Positivo,-,,1,0,1,0,0,0,1,0,0
,25872,,21/7/2011,"Aff, eu detestei. :/",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,13892,,21/7/2011,"Bom, mesmo com esse sistema de tópicos pra dias e turnos, ainda não consigo entender os horários em que as disciplinas serão ministradas. E agora?",PRU,Dúvida,Negativo,Visualizar Horários,,0,0,0,1,0,0,0,1,0
,25160,,21/7/2011,"num vih dificuldade nenhuma nesse sistema novo,
soh achei meio pesado d+!",PRU,"Elogio, Crítica",Positivo,-,,1,0,1,0,0,0,1,0,0
,26682,,21/7/2011,"Angelo: Se vc entrar no SIGAA, verá a seguinte nota: Alunos Ingressantes não realizam matricula on-line. Sua matricula é processada automaticamente e o comprovante de matricula é disponibilado no início do periodo letivo.",PRU,Ajuda,Neutro,-,,0,1,0,0,0,0,0,0,1
,11557,,21/7/2011,"hauahauahuaha- Acho melhor ficar só com a habilitação trocada, Vera. Deixemos cada qual com seu IRA, por enquanto, o SIGAA é devagar, mas não é doido não. XD Que massa, vai fzer Fundamentos da Lógica, tb. Um ótimo professor, o Profº Leclerc.

Pois é, Alice, outro ponto positivo do SIGAA. Só os leoninos para vêem o lado positivo das coisas ^^. Esse povo da filosofia, quando se junta é só pra criticar, hauahauahauaa- Outro ponto, é que ficou mais fácil colocar disciplinas de outros Deptos.",PRU,Elogio,Positivo,-,,1,0,0,0,0,0,1,0,0
,20987,,21/7/2011,"eu ja tive que ir duas veses no curso de educação fisica pra solicitar um cadeira e não consigo me matricular, a cordenadora criou duas vagas, so que ela não aparece, nem na procura quanto mais na grade. não há duvida que com essa interação entre os alunos, tanto da filosofia quantos dos curso a qual vc ira cursar, sera vantajosa mas estamos como cobais, para essa implantação.
",PRU,Crítica,Neutro,-,,0,0,1,0,0,0,0,0,1
,8754,,21/7/2011,"Clébia é o seguinte, o sistema abre se vc estiver operando pelo mozilla Firefox, isso aconteceu comigo, esse pode ser uma das soluções para seu problema, se continuaar o problema, sugiro que vc vá até o pici, valeu?",PRU,Ajuda,Neutro,-,,0,1,0,0,0,0,0,0,1
,4197,MATRICULA 2011.2,21/7/2011,"Caros alunos,
Peço que tenham paciencia nesta matricula. Infelizmente, não bastasse ser novo, alguns problemas tem ocorrido.

Recomendo que consultem a matriz curricular do Curso, bem como seus historicos, dessa forma saberão que disciplinas precisam fazer.

Para acessar a Matriz curricular:
ENSINO&#9658;CONSULTAR ESTRUTURA CURRICULAR&#9658;clique em CURSO; selecione ENGENHARIA DE ALIMENTOS/CCEA FORTALEZA; por fim,  clique no desenho de um pequeno caderno que aparecerá no fi da frase.

Para realizar matricula:
ENSINO&#9658;MATRICULA ON LINE&#9658;(poderá abrir uma tele onde deveao preencher alguns dados cadastrais antes de continuar, depois de preencher prossiga)&#9658;INICIAR SELEÇÃO DE TURMAS&#9658;clique no link ""VER AS TURMAS DA ESTR. CURRICULAR"" (neste ponto é só ir clicando nas disciplinas que querem cursar.


O sitema permite que voces se matriculem e façam correçoes posteriores até a data final da matricula.

Marcos",PRU,Ajuda,Neutro,Matrícula,,0,1,0,0,0,0,0,0,1
,14297,ira,21/7/2011,como faço para saber o quanto está o meu ira?,PRU,Dúvida,Neutro,Visualizar IRA,,0,0,0,1,0,0,0,0,1
,22443,,21/7/2011,Pelo menos aqui a gente pode criar fórum de reclamações..,PRU,Elogio,Positivo,Criar Fóruns,,1,0,0,0,0,0,1,0,0
,13162,,21/7/2011,"Quero mudar minha habilitação , mas ao contrario da grande maioria não quero retirar a lingua estrangeira apenas quero mudar de lingua. Como eu faço?",PRU,Dúvida,Neutro,Editar Informações,,0,0,0,1,0,0,0,0,1
,10863,,21/7/2011,"Carla o ira fica abaixo da nossa foto em Dados Institucionais, porém ontem estava aparecendo e hj ele sumiu!sem mais nem menos ;p mas já liguei pro STI e lá eles já tão sabendo que não está mais  constanto o ira... Eles devem ajeitar isso antes do fim do período da matrícula (eu espero ;)",PRU,"Ajuda, Crítica",Neutro,Visualizar IRA,,0,1,1,0,0,0,0,0,1
,22018,,21/7/2011,"Marcos,

depois de selecionar as turmas é so confirmar matrícula e pronto? 
qual é o prazo para corrigir esse problema das turmas equivalentes?

nathatya.",PRU,Dúvida,Neutro,Matrícula,,0,0,0,1,0,0,0,0,1
,30326,,21/7/2011,"Alguém poderia me explicar como 2 cadeiras obrigatórias do mesmo semestre dão choque de horário? 
Está acontecendo isso com Programação e Transmissão de Dados. =[",PRU,"Dúvida, Crítica",Neutro,Matrícula,,0,0,1,1,0,0,0,0,1
,4197,,21/7/2011,"CONFIRM ATÉ FINALIZAR SUA MATRICULA, APARECERÁ UM LINK PARA IMPRESSÃO DO COMPROVANTE DE MATRICULA.

O PROBLEMA DAS DISCIPLINAS EQUIVALENTES PELO JEITO AINDA NAO FOI RESOLVIDO. RECEBI UM EMAIL DIZENDO QUE ESTAO SOLUCIONANDO O PROBLEMA... VAMOS ESPERAR.",PRU,"Ajuda, Crítica",Neutro,Matrícula,,0,1,1,0,0,0,0,0,1
,28925,,21/7/2011,Esse sistema só veio para dificultar tudo mesmo...,PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,12379,,21/7/2011,"Meu ira tbm nao está aparecendo, aliás nesse novo sistema nem cheguei a vê-lo. Fui ver meu histórico q tbm nao aparecia e constatei um erro no quadro de disciplinas pendentes. A disciplina Biologia Celular Geral q paguei no primeiro semestre estava pendente, mas com outro cod : CH0898. Vou ter q cursar novamente essa disciplina? Como pode?",PRU,"Crítica, Dúvida",Negativo,"Visualizar IRA, Visualizar Histórico",,0,0,1,1,0,0,0,1,0
,22620,,21/7/2011,Vou criar aquia  comunidade eu odeio o SIGAA.,PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,6188,,21/7/2011,"Caros alunos,

Compreendo o trauma por que vocês estão passando com a implantação do novo sistema acadêmico, pois também estou vivenciando isso. Mas devemos analisar o problema por partes sem jogar a criança com a água da bacia. Não confundir erros de implantação com o próprio sistema, que é milhões de vezes melhor e superior ao Módulo Acadêmico.

O SIGAA faz parte de um sistema bem maior de gerenciamento de informaçõe e comunicação chamado SI3, que abrange milhares de coisas, como compras, comunicação, planejamento de informações, plataforma para ambientes de aprendizagem, dentre muitos outros.

Para os servidores docentes e técnico-administrativos, o sistema vai reduzir sobremaneira o consumo de tempo e papel para o trâmite dos processos da Universidade.

Para os alunos, as solicitações em geral serão mais ágeis e transparentes e a comunicação entre Coordenação, discentes e docentes melhorará muito.

Nosso grande e insano problema não é o sistema, porém a forma como ele está sendo implantado sem os testes preliminares, sem a análise da migração de dados, sem o período de adaptação necessário tanto para vocês como para nós secretários de cursos.

Porém, creio que sobreviveremos e veremos que este sistema melhorará bastante o gerenciamento das informações acadêmicas para todos.",PRU,Elogio,Positivo,-,,1,0,0,0,0,0,1,0,0
,11351,,21/7/2011,"Isso tá uma bagunça, tá bom de alguém 
ensinar o que é praticidade pro pessoal que fez esse negócio. 
",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,29964,,21/7/2011,"Estou com um sério problema. Quando eu consegui logar no sistema, eu não conseguia abrir a matricula on-line, pois havia uma mensagem falando sobre reprovação por frenquencia. Fui na coordenação e fizeram minha matricula, mas ainda continuava a mensagem sobre a reprovação e eu não podia modificar nada. A mensagem saiu, mas há nenhum indício sobre minha matricula, ou eu não estou sabendo achar. Qual é o procedimento a ser feito, para eu ver as cadeiras disponíveis e as cadeiras que eu já selecionei quando me matriculei na coordenação?",PRU,"Crítica, Dúvida",Negativo,Matrícula,,0,0,1,1,0,0,0,1,0
,28318,,21/7/2011,"Eu queria saber como e onde posso ver quantos créditos ainda faltam para eu me formar, para saber se ainda estou devendo optativas e se teria que adicionar neste semestre...",PRU,Dúvida,Neutro,Visualizar Créditos,,0,0,0,1,0,0,0,0,1
,29483,,21/7/2011,"E quem vai entrar agora? Precisa fazer.
Consigo nem ver as cadeiras q tow matriculado, Q triste =/",PRU,Crítica,Negativo,Visualizar Disciplinas,,0,0,1,0,0,0,0,1,0
,29861,,21/7/2011,Vou ingressar agora 2011.2 e estou perdido em relação a este site. Onde vocês estão olhando os horarios?,PRU,Dúvida,Negativo,Visualizar Horários,,0,0,0,1,0,0,0,1,0
,8690,,21/7/2011,"Pessoal do 4ª semestre, a disciplina de EST. DO ENSINO FUNDAMENTAL E MÉDIO APARECE P VOCÊS?",PRU,Dúvida,Neutro,Visualizar Disciplinas,,0,0,0,1,0,0,0,0,1
,31218,,21/7/2011,"Não tô conseguindo realizar minha matrícula, eu coloco: ensino - matrícula on line - realizar matrícula, aí depois disso aparece ''Alunos ingressantes não realizam matricula on-line. Sua matrícula é processada automaticamente e o comprovante de matrícula é disponibilizado no início do período letivo'' Aí como eu faço? vou entrar agora no 2º semestre e não tô conseguindo colocar as disciplinas que eu vou fazer. e agora?",PRU,Dúvida,Negativo,Matrícula,,0,0,0,1,0,0,0,1,0
